OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"2017-035B","CZ-3B R/B","42764","PRC","294.10","25.69","16350","193","","0","2017-06-18",""
"2017-035A","CHINASAT 9A","42763","PRC","306.20","26.82","17090","251","","0","2017-06-18",""
"2017-034E","CZ-4B R/B","42762","PRC","92.64","43.12","540","269","","0","2017-06-15",""
"2017-034D","ZHUHAI-1 02","42761","PRC","95.43","43.02","545","534","","0","2017-06-15",""
"2017-034C","NUSAT-3C","42760","ARGN","95.45","43.02","545","536","","0","2017-06-15",""
"2017-034B","ZHUHAI-1 01","42759","PRC","95.43","43.02","545","534","","0","2017-06-15",""
"2017-034A","HXTM","42758","PRC","95.47","43.02","545","537","","0","2017-06-15",""
"2017-033A","PROGRESS MS-06","42756","CIS","92.66","51.64","408","402","LARGE","0","2017-06-14",""
"2017-019E","OBJECT E","42755","US","94.28","51.64","491","476","MEDIUM","0","2017-04-18",""
"2017-019D","OBJECT D","42754","US","94.28","51.64","491","476","SMALL","0","2017-04-18",""
"2017-019C","OBJECT C","42753","US","94.28","51.64","491","476","MEDIUM","0","2017-04-18",""
"2017-019B","OBJECT B","42752","US","94.28","51.64","491","476","MEDIUM","0","2017-04-18",""
"2017-032C","BREEZE-M DEB (TANK)","42751","CIS","232.77","49.72","11990","323","SMALL","0","2017-06-08",""
"2017-032B","BREEZE-M R/B","42750","CIS","636.13","31.16","34456","1791","LARGE","0","2017-06-08",""
"2017-032A","ECHOSTAR 21","42749","US","1435.46","7.49","35792","35756","SMALL","0","2017-06-08",""
"2017-031B","GSLV R/B","42748","IND","605.26","21.74","34489","159","LARGE","0","2017-06-05",""
"2017-031A","GSAT 19","42747","IND","1436.11","0.06","35800","35774","LARGE","0","2017-06-05",""
"2017-030A","DRAGON CRS-11","42744","US","92.66","51.64","408","402","MEDIUM","0","2017-06-03",""
"2017-029D","ARIANE 5 DEB (SYLDA)","42743","FR","629.48","6.07","35638","267","SMALL","0","2017-06-01",""
"2017-029C","ARIANE 5 R/B","42742","FR","631.74","6.10","35753","267","SMALL","0","2017-06-01",""
"2017-029B","EUTELSAT 172B","42741","EUTE","686.10","5.20","37370","1410","SMALL","0","2017-06-01",""
"2017-029A","VIASAT 2","42740","US","1416.91","0.30","54453","16368","SMALL","0","2017-06-01",""
"2017-028B","H-2A R/B","42739","JPN","626.27","31.77","35461","278","SMALL","0","2017-06-01",""
"2017-028A","QZS-2","42738","JPN","1436.29","44.76","38963","32618","SMALL","0","2017-06-01",""
"1998-067MS","ATLANTIS","42737","US","92.56","51.64","405","395","SMALL","0","1998-11-20",""
"1998-067MR","BEEAGLESAT","42736","TURK","92.59","51.64","407","396","SMALL","0","1998-11-20",""
"1998-067MQ","AOXIANG-1","42735","PRC","92.59","51.64","407","396","SMALL","0","1998-11-20",""
"1998-067MP","EXALTA-1","42734","CA","92.58","51.64","407","395","SMALL","0","1998-11-20",""
"1998-067MN","SNUSAT-1B","42733","SKOR","92.59","51.64","406","397","SMALL","0","1998-11-20",""
"1998-067MM","POLYITAN-2-SAU","42732","UKR","92.58","51.64","406","396","SMALL","0","1998-11-20",""
"1998-067ML","I-INSPIRE II","42731","AUS","92.58","51.64","406","396","SMALL","0","1998-11-20",""
"1998-067MK","SUSAT","42730","AUS","92.59","51.64","404","399","SMALL","0","1998-11-20",""
"1998-067MJ","AALTO-2","42729","TBD","92.59","51.64","404","399","SMALL","0","1998-11-20",""
"1998-067MH","QBITO","42728","SPN","92.59","51.64","404","399","SMALL","0","1998-11-20",""
"1998-067MG","SNUSAT-1","42727","SKOR","92.59","51.64","407","396","SMALL","0","1998-11-20",""
"1998-067MF","NSIGHT-1","42726","SAFR","92.61","51.64","407","398","SMALL","0","1998-11-20",""
"1998-067ME","LILACSAT-1","42725","PRC","92.60","51.64","406","397","SMALL","0","1998-11-20",""
"1998-067MD","DUTHSAT","42724","GREC","92.58","51.64","405","397","SMALL","0","1998-11-20",""
"1998-067MC","CHALLENGER","42723","US","92.59","51.64","406","396","SMALL","0","1998-11-20",""
"1998-067MB","NJUST-1","42722","PRC","92.59","51.64","407","397","SMALL","0","1998-11-20",""
"1998-067MA","UNSW-ECO","42721","AUS","92.57","51.64","406","396","MEDIUM","0","1998-11-20",""
"2017-027B","FREGAT R/B","42720","CIS","713.26","63.83","38450","1681","MEDIUM","0","2017-05-25",""
"2017-027A","COSMOS 2518","42719","CIS","717.65","63.78","38676","1673","LARGE","0","2017-05-25",""
"1998-067LZ","HOOPOE","42718","TBD","92.57","51.64","403","397","SMALL","0","1998-11-20",""
"1998-067LY","SPACECUBE","42717","TBD","92.57","51.64","403","397","SMALL","0","1998-11-20",""
"1998-067LX","UPSAT","42716","GREC","92.56","51.64","403","397","SMALL","0","1998-11-20",""
"1998-067LW","CSUNSAT 1","42715","US","92.58","51.64","404","398","SMALL","0","1998-11-20",""
"1998-067LV","LINK","42714","SKOR","92.57","51.64","402","399","SMALL","0","1998-11-20",""
"1998-067LU","ZA-AEROSAT","42713","SAFR","92.58","51.64","402","399","SMALL","0","1998-11-20",""
"1998-067LT","SHARC","42712","US","92.59","51.64","403","400","SMALL","0","1998-11-20",""
"1998-067LS","ALTAIR PATHFINDER","42711","US","92.60","51.64","405","399","MEDIUM","0","1998-11-20",""
"2017-026B","FREGAT R/B","42710","CIS","586.71","6.08","31327","2348","LARGE","0","2017-05-18",""
"2017-026A","SES 15","42709","SES","687.74","4.48","34573","4290","LARGE","0","2017-05-18",""
"1998-067LR","QBEE50-LTU-OC","42708","SWED","92.56","51.64","401","399","SMALL","0","1998-11-20",""
"1998-067LQ","XCUBESAT","42707","FR","92.56","51.64","401","399","SMALL","0","1998-11-20",""
"1998-067LP","PHOENIX","42706","TBD","92.56","51.64","401","399","SMALL","0","1998-11-20",""
"1998-067LN","ICECUBE","42705","US","92.56","51.64","401","399","SMALL","0","1998-11-20",""
"1998-067LM","CXBN-2","42704","US","92.57","51.64","402","399","SMALL","0","1998-11-20",""
"1998-067LL","SGSAT","42703","US","92.54","51.64","400","397","SMALL","0","1998-11-20",""
"1998-067LK","COLUMBIA","42702","US","92.52","51.64","402","394","SMALL","0","1998-11-20",""
"1998-067LJ","HAVELSAT","42701","TURK","92.56","51.64","404","396","MEDIUM","0","1998-11-20",""
"1998-067LH","SOMP2","42700","GER","92.56","51.64","404","396","SMALL","0","1998-11-20",""
"2017-025B","FALCON 9 R/B","42699","US","1401.89","24.80","69817","412","LARGE","0","2017-05-15",""
"2017-025A","INMARSAT 5-F4","42698","IM","1435.02","0.17","41057","30474","LARGE","0","2017-05-15",""
"1998-067LG","ISS DEB","42697","ISS","92.44","51.64","398","390","SMALL","0","1998-11-20",""
"2017-024B","GSLV R/B","42696","IND","604.18","20.52","34475","117","LARGE","0","2017-05-05",""
"2017-024A","GSAT 9","42695","IND","1436.09","0.04","35799","35774","LARGE","0","2017-05-05",""
"2017-023D","ARIANE 5 DEB (SYLDA)","42694","FR","629.22","4.07","35618","273","MEDIUM","0","2017-05-04",""
"2017-023C","ARIANE 5 R/B","42693","FR","632.58","4.12","35786","278","LARGE","0","2017-05-04",""
"2017-023B","SGDC","42692","BRAZ","1436.10","0.02","35789","35784","LARGE","0","2017-05-04",""
"2017-023A","KOREASAT 7","42691","SKOR","1436.14","0.02","35789","35786","LARGE","0","2017-05-04",""
"2017-022B","FALCON 9 R/B","42690","US","","","","","","0","2017-05-01","NO ELEMENTS AVAILABLE"
"2017-022A","USA 276","42689","US","","","","","","0","2017-05-01","NO ELEMENTS AVAILABLE"
"2017-021A","TIANZHOU 1","42684","PRC","92.28","42.78","393","380","LARGE","0","2017-04-20",""
"2017-020A","SOYUZ MS-04","42682","CIS","92.66","51.64","408","402","SMALL","0","2017-04-20",""
"2016-049E","GAOFEN 3 DEB","42680","PRC","99.90","98.37","767","741","SMALL","0","2016-08-09",""
"2016-049D","GAOFEN 3 DEB","42679","PRC","99.64","98.41","746","738","SMALL","0","2016-08-09",""
"2016-049C","GAOFEN 3 DEB","42678","PRC","99.64","98.42","746","736","SMALL","0","2016-08-09",""
"2016-029C","YAOGAN 30 DEB","42677","PRC","101.34","97.92","1010","635","SMALL","0","2016-05-15",""
"2016-029B","YAOGAN 30 DEB","42676","PRC","101.27","98.07","1006","632","SMALL","0","2016-05-15",""
"2016-012T","ASTRO H DEB","42675","JPN","95.78","31.01","561","552","SMALL","0","2016-02-17",""
"2016-012S","ASTRO H DEB","42674","JPN","95.71","31.01","559","547","SMALL","0","2016-02-17",""
"2015-069F","YAOGAN 29 DEB","42673","PRC","96.99","97.90","618","611","SMALL","0","2015-11-26",""
"2015-069E","CZ-4C DEB","42672","PRC","98.79","97.96","815","587","SMALL","0","2015-11-26",""
"2015-069D","CZ-4C DEB","42671","PRC","99.03","97.90","827","597","SMALL","0","2015-11-26",""
"2015-069C","CZ-4C DEB","42670","PRC","95.63","97.83","614","484","SMALL","0","2015-11-26",""
"1991-050T","ERS 1 DEB","42669","ESA","100.15","98.45","788","743","SMALL","0","1991-07-17",""
"1968-012G","TRANSIT 18 DEB","42668","US","104.85","89.95","1061","914","SMALL","0","1968-03-02",""
"1966-041J","TRANSIT 13 DEB","42667","US","100.84","90.14","844","753","SMALL","0","1966-05-19",""
"1963-049P","TRANSIT 5B-2 DEB","42666","US","104.76","89.91","1042","925","SMALL","0","1963-12-05",""
"1961-028L","MIDAS 4 DEB","42665","US","165.39","95.88","4480","2725","MEDIUM","0","1961-10-21",""
"1961-028K","MIDAS 4 DEB","42664","US","165.71","95.85","3948","3283","MEDIUM","0","1961-10-21",""
"2017-018B","CZ-3B R/B","42663","PRC","723.74","20.91","40405","244","LARGE","0","2017-04-12",""
"2017-018A","CHINASAT 16","42662","PRC","1436.15","0.06","35809","35766","LARGE","0","2017-04-12",""
"1975-052MW","DELTA 1 DEB","42661","US","100.20","98.48","771","764","SMALL","0","1975-06-12",""
"1975-052MV","DELTA 1 DEB","42660","US","103.32","99.49","1125","706","SMALL","0","1975-06-12",""
"1975-052MU","DELTA 1 DEB","42659","US","97.72","98.35","651","648","SMALL","0","1975-06-12",""
"1975-052MT","DELTA 1 DEB","42658","US","114.23","99.83","1762","1079","SMALL","0","1975-06-12",""
"1975-052MS","DELTA 1 DEB","42657","US","106.34","99.97","1090","1024","SMALL","0","1975-06-12",""
"1975-052MR","DELTA 1 DEB","42656","US","108.00","99.92","1185","1083","SMALL","0","1975-06-12",""
"1975-052MQ","DELTA 1 DEB","42655","US","111.03","99.64","1715","833","SMALL","0","1975-06-12",""
"1975-052MP","DELTA 1 DEB","42654","US","111.51","99.75","1508","1084","SMALL","0","1975-06-12",""
"1975-052MN","DELTA 1 DEB","42653","US","108.22","99.93","1195","1093","SMALL","0","1975-06-12",""
"1975-052MM","DELTA 1 DEB","42652","US","108.09","99.90","1193","1084","SMALL","0","1975-06-12",""
"1975-052ML","DELTA 1 DEB","42651","US","107.48","99.25","1230","989","SMALL","0","1975-06-12",""
"1975-052MK","DELTA 1 DEB","42650","US","107.50","99.64","1291","931","SMALL","0","1975-06-12",""
"1975-052MJ","DELTA 1 DEB","42649","US","107.59","100.17","1142","1088","SMALL","0","1975-06-12",""
"1975-052MH","DELTA 1 DEB","42648","US","108.34","99.75","1342","958","SMALL","0","1975-06-12",""
"1975-052MG","DELTA 1 DEB","42647","US","108.10","99.92","1187","1090","SMALL","0","1975-06-12",""
"1975-052MF","DELTA 1 DEB","42646","US","107.85","99.82","1168","1086","SMALL","0","1975-06-12",""
"1975-052ME","DELTA 1 DEB","42645","US","111.63","99.73","1509","1094","SMALL","0","1975-06-12",""
"1975-052MD","DELTA 1 DEB","42644","US","109.37","99.56","1318","1077","SMALL","0","1975-06-12",""
"1975-052MC","DELTA 1 DEB","42643","US","111.79","99.65","1538","1081","SMALL","0","1975-06-12",""
"1975-052MB","DELTA 1 DEB","42642","US","108.21","99.72","1201","1087","SMALL","0","1975-06-12",""
"1975-052MA","DELTA 1 DEB","42641","US","107.90","99.62","1176","1083","SMALL","0","1975-06-12",""
"1975-052LZ","DELTA 1 DEB","42640","US","107.28","99.89","1266","936","SMALL","0","1975-06-12",""
"1975-052LY","DELTA 1 DEB","42639","US","108.17","99.96","1195","1089","SMALL","0","1975-06-12",""
"1975-052LX","DELTA 1 DEB","42638","US","106.18","99.75","1084","1015","SMALL","0","1975-06-12",""
"1975-052LW","DELTA 1 DEB","42637","US","109.29","99.85","1300","1087","SMALL","0","1975-06-12",""
"1975-052LV","DELTA 1 DEB","42636","US","109.05","99.68","1283","1083","SMALL","0","1975-06-12",""
"1975-052LU","DELTA 1 DEB","42635","US","106.21","100.03","1084","1018","SMALL","0","1975-06-12",""
"1975-052LT","DELTA 1 DEB","42634","US","107.98","99.94","1179","1087","SMALL","0","1975-06-12",""
"1975-052LS","DELTA 1 DEB","42633","US","108.80","99.65","1265","1077","SMALL","0","1975-06-12",""
"1975-052LR","DELTA 1 DEB","42632","US","113.45","99.55","1693","1077","SMALL","0","1975-06-12",""
"1975-052LQ","DELTA 1 DEB","42631","US","106.23","100.03","1084","1019","SMALL","0","1975-06-12",""
"1975-052LP","DELTA 1 DEB","42630","US","99.67","99.90","851","634","SMALL","0","1975-06-12",""
"1975-052LN","DELTA 1 DEB","42629","US","108.24","99.86","1201","1089","SMALL","0","1975-06-12",""
"1974-089GV","THORAD DELTA 1 DEB","42628","US","119.33","101.18","1857","1445","SMALL","0","1974-11-15",""
"1974-089GU","THORAD DELTA 1 DEB","42627","US","114.57","101.37","1481","1390","SMALL","0","1974-11-15",""
"1974-089GT","THORAD DELTA 1 DEB","42626","US","114.40","101.28","1524","1332","SMALL","0","1974-11-15",""
"1974-089GS","THORAD DELTA 1 DEB","42625","US","115.82","101.66","1496","1490","SMALL","0","1974-11-15",""
"1974-089GR","THORAD DELTA 1 DEB","42624","US","113.05","101.15","1415","1317","SMALL","0","1974-11-15",""
"1974-089GQ","THORAD DELTA 1 DEB","42623","US","115.78","101.86","1547","1434","SMALL","0","1974-11-15",""
"1974-089GP","THORAD DELTA 1 DEB","42622","US","117.64","101.39","1698","1452","SMALL","0","1974-11-15",""
"1974-089GN","THORAD DELTA 1 DEB","42621","US","121.52","101.01","2052","1445","SMALL","0","1974-11-15",""
"1974-089GM","THORAD DELTA 1 DEB","42620","US","117.76","101.16","1698","1463","SMALL","0","1974-11-15",""
"1974-089GL","THORAD DELTA 1 DEB","42619","US","107.73","102.08","1269","974","SMALL","0","1974-11-15",""
"1974-089GK","THORAD DELTA 1 DEB","42618","US","116.74","102.06","1572","1496","SMALL","0","1974-11-15",""
"1974-089GJ","THORAD DELTA 1 DEB","42617","US","118.11","101.55","1742","1450","SMALL","0","1974-11-15",""
"1974-089GH","THORAD DELTA 1 DEB","42616","US","124.27","101.41","2284","1458","SMALL","0","1974-11-15",""
"1974-089GG","THORAD DELTA 1 DEB","42615","US","114.31","101.34","1486","1362","SMALL","0","1974-11-15",""
"1974-089GF","THORAD DELTA 1 DEB","42614","US","114.59","101.77","1461","1412","SMALL","0","1974-11-15",""
"1974-089GE","THORAD DELTA 1 DEB","42613","US","115.78","101.84","1543","1438","SMALL","0","1974-11-15",""
"1974-089GD","THORAD DELTA 1 DEB","42612","US","113.45","101.23","1452","1318","SMALL","0","1974-11-15",""
"1974-089GC","THORAD DELTA 1 DEB","42611","US","117.38","101.09","1666","1460","SMALL","0","1974-11-15",""
"1974-089GB","THORAD DELTA 1 DEB","42610","US","116.13","101.34","1570","1443","SMALL","0","1974-11-15",""
"1974-089GA","THORAD DELTA 1 DEB","42609","US","113.71","101.16","1434","1360","SMALL","0","1974-11-15",""
"1974-089FZ","THORAD DELTA 1 DEB","42608","US","117.27","102.07","1617","1499","SMALL","0","1974-11-15",""
"1974-089FY","THORAD DELTA 1 DEB","42607","US","101.74","101.88","860","821","SMALL","0","1974-11-15",""
"1974-089FX","THORAD DELTA 1 DEB","42606","US","113.25","102.20","1519","1232","SMALL","0","1974-11-15",""
"1974-089FW","THORAD DELTA 1 DEB","42605","US","117.17","101.44","1652","1455","SMALL","0","1974-11-15",""
"1974-089FV","THORAD DELTA 1 DEB","42604","US","124.49","103.00","2359","1402","SMALL","0","1974-11-15",""
"1974-089FU","THORAD DELTA 1 DEB","42603","US","118.40","100.89","1771","1446","SMALL","0","1974-11-15",""
"1974-089FT","THORAD DELTA 1 DEB","42602","US","119.01","101.44","1900","1374","SMALL","0","1974-11-15",""
"1974-089FS","THORAD DELTA 1 DEB","42601","US","110.41","101.41","1487","1005","SMALL","0","1974-11-15",""
"1974-089FR","THORAD DELTA 1 DEB","42600","US","115.07","101.57","1500","1417","SMALL","0","1974-11-15",""
"1974-089FQ","THORAD DELTA 1 DEB","42599","US","114.16","101.57","1459","1376","SMALL","0","1974-11-15",""
"1974-089FP","THORAD DELTA 1 DEB","42598","US","116.07","102.82","1646","1361","SMALL","0","1974-11-15",""
"1974-089FN","THORAD DELTA 1 DEB","42597","US","113.56","101.19","1543","1236","SMALL","0","1974-11-15",""
"1974-089FM","THORAD DELTA 1 DEB","42596","US","117.49","101.48","1683","1453","SMALL","0","1974-11-15",""
"1974-089FL","THORAD DELTA 1 DEB","42595","US","115.55","101.68","1508","1453","SMALL","0","1974-11-15",""
"1974-089FK","THORAD DELTA 1 DEB","42594","US","117.84","100.87","1718","1450","SMALL","0","1974-11-15",""
"1974-089FJ","THORAD DELTA 1 DEB","42593","US","121.77","101.19","2060","1459","SMALL","0","1974-11-15",""
"1974-089CW","THORAD DELTA 1 DEB","42592","US","115.20","101.42","1492","1437","SMALL","0","1974-11-15",""
"1974-089BV","THORAD DELTA 1 DEB","42591","US","116.72","101.70","1624","1443","SMALL","0","1974-11-15",""
"1973-086JE","DELTA 1 DEB","42590","US","113.51","101.21","1435","1340","SMALL","0","1973-11-06",""
"1973-086JD","DELTA 1 DEB","42589","US","110.28","102.55","1482","997","SMALL","0","1973-11-06",""
"1973-086JC","DELTA 1 DEB","42588","US","116.53","102.03","1578","1472","SMALL","0","1973-11-06",""
"1973-086JB","DELTA 1 DEB","42587","US","117.81","102.18","1658","1507","SMALL","0","1973-11-06",""
"1973-086JA","DELTA 1 DEB","42586","US","116.59","102.13","1553","1501","SMALL","0","1973-11-06",""
"1973-086HZ","DELTA 1 DEB","42585","US","111.91","102.04","1503","1126","SMALL","0","1973-11-06",""
"1973-086HY","DELTA 1 DEB","42584","US","116.43","102.06","1535","1506","SMALL","0","1973-11-06",""
"1973-086HX","DELTA 1 DEB","42583","US","116.75","102.02","1614","1456","SMALL","0","1973-11-06",""
"1973-086HW","DELTA 1 DEB","42582","US","115.69","101.49","1497","1477","SMALL","0","1973-11-06",""
"1973-086HV","DELTA 1 DEB","42581","US","113.64","102.22","1450","1337","SMALL","0","1973-11-06",""
"1973-086HU","DELTA 1 DEB","42580","US","105.02","101.46","1040","951","SMALL","0","1973-11-06",""
"1973-086HT","DELTA 1 DEB","42579","US","117.42","102.30","1631","1499","SMALL","0","1973-11-06",""
"1973-086HS","DELTA 1 DEB","42578","US","127.80","100.81","2695","1357","SMALL","0","1973-11-06",""
"1973-086HR","DELTA 1 DEB","42577","US","113.43","101.10","1444","1324","SMALL","0","1973-11-06",""
"1973-086HQ","DELTA 1 DEB","42576","US","112.87","102.19","1592","1125","SMALL","0","1973-11-06",""
"1973-086HP","DELTA 1 DEB","42575","US","112.13","103.24","1502","1147","SMALL","0","1973-11-06",""
"1973-086HN","DELTA 1 DEB","42574","US","115.54","101.69","1507","1453","SMALL","0","1973-11-06",""
"1973-086HM","DELTA 1 DEB","42573","US","115.63","101.92","1517","1451","SMALL","0","1973-11-06",""
"1973-086HL","DELTA 1 DEB *","42572","US","114.96","101.58","1911","996","SMALL","0","1973-11-06",""
"1972-058KE","DELTA 1 DEB *","42571","US","96.32","99.04","592","573","SMALL","0","1972-07-23",""
"1972-058KD","DELTA 1 DEB","42570","US","98.90","98.36","707","705","SMALL","0","1972-07-23",""
"1972-058KC","DELTA 1 DEB *","42569","US","107.72","98.90","1393","849","SMALL","0","1972-07-23",""
"1972-058KB","DELTA 1 DEB *","42568","US","101.63","98.76","855","816","SMALL","0","1972-07-23",""
"1972-058KA","DELTA 1 DEB","42567","US","98.56","98.60","778","602","SMALL","0","1972-07-23",""
"1972-058JZ","DELTA 1 DEB","42566","US","106.04","98.14","1414","672","SMALL","0","1972-07-23",""
"1972-058JY","DELTA 1 DEB *","42565","US","99.16","98.02","745","691","SMALL","0","1972-07-23",""
"1972-058JX","DELTA 1 DEB *","42564","US","103.07","99.06","992","816","SMALL","0","1972-07-23",""
"1972-058JW","DELTA 1 DEB *","42563","US","104.91","98.77","1178","803","SMALL","0","1972-07-23",""
"1972-058JV","DELTA 1 DEB","42562","US","99.40","98.82","847","612","SMALL","0","1972-07-23",""
"1972-058JU","DELTA 1 DEB *","42561","US","110.38","98.90","1617","872","SMALL","0","1972-07-23",""
"1972-058JT","DELTA 1 DEB *","42560","US","99.57","97.90","808","668","SMALL","0","1972-07-23",""
"1972-058JS","DELTA 1 DEB *","42559","US","96.36","98.24","588","581","SMALL","0","1972-07-23",""
"1972-058JR","DELTA 1 DEB *","42558","US","98.60","98.00","721","663","SMALL","0","1972-07-23",""
"1972-058JQ","DELTA 1 DEB *","42557","US","100.79","98.96","805","787","SMALL","0","1972-07-23",""
"1972-058JP","DELTA 1 DEB","42556","US","102.28","98.38","1093","639","SMALL","0","1972-07-23",""
"1972-058JN","DELTA 1 DEB *","42555","US","98.14","98.02","681","659","SMALL","0","1972-07-23",""
"1970-025TL","THORAD AGENA D DEB","42554","US","104.67","100.01","1007","951","SMALL","0","1970-04-08",""
"1970-025TK","THORAD AGENA D DEB","42553","US","109.89","100.34","1319","1124","SMALL","0","1970-04-08",""
"1970-025TJ","THORAD AGENA D DEB","42552","US","107.74","99.37","1261","984","SMALL","0","1970-04-08",""
"1970-025TH","THORAD AGENA D DEB","42551","US","103.42","99.96","935","906","SMALL","0","1970-04-08",""
"1970-025TG","THORAD AGENA D DEB","42550","US","102.22","99.32","881","847","SMALL","0","1970-04-08",""
"1970-025TF","THORAD AGENA D DEB","42549","US","106.07","99.44","1189","900","SMALL","0","1970-04-08",""
"1970-025TE","THORAD AGENA D DEB","42548","US","102.22","99.60","914","813","SMALL","0","1970-04-08",""
"1970-025TD","THORAD AGENA D DEB","42547","US","104.52","100.13","981","963","SMALL","0","1970-04-08",""
"1970-025TC","THORAD AGENA D DEB","42546","US","105.86","100.06","1077","993","SMALL","0","1970-04-08",""
"1970-025TB","THORAD AGENA D DEB","42545","US","101.70","99.94","842","837","SMALL","0","1970-04-08",""
"1970-025TA","THORAD AGENA D DEB","42544","US","99.81","98.72","804","695","SMALL","0","1970-04-08",""
"1970-025SZ","THORAD AGENA D DEB","42543","US","108.67","99.90","1305","1026","SMALL","0","1970-04-08",""
"1970-025SY","THORAD AGENA D DEB","42542","US","102.65","99.17","968","800","SMALL","0","1970-04-08",""
"1970-025SX","THORAD AGENA D DEB","42541","US","105.07","100.11","1022","974","SMALL","0","1970-04-08",""
"1970-025SW","THORAD AGENA D DEB","42540","US","94.91","99.08","525","503","SMALL","0","1970-04-08",""
"1970-025SV","THORAD AGENA D DEB","42539","US","102.57","99.20","937","824","SMALL","0","1970-04-08",""
"1970-025SU","THORAD AGENA D DEB","42538","US","106.36","99.88","1058","1057","SMALL","0","1970-04-08",""
"1970-025ST","THORAD AGENA D DEB","42537","US","104.51","100.07","976","967","SMALL","0","1970-04-08",""
"1970-025SS","THORAD AGENA D DEB","42536","US","103.43","99.50","977","865","SMALL","0","1970-04-08",""
"1970-025SR","THORAD AGENA D DEB","42535","US","105.05","99.87","1060","934","SMALL","0","1970-04-08",""
"1970-025SQ","THORAD AGENA D DEB","42534","US","111.23","101.81","1432","1134","SMALL","0","1970-04-08",""
"1970-025SP","THORAD AGENA D DEB","42533","US","104.35","99.68","1071","857","SMALL","0","1970-04-08",""
"1970-025SN","THORAD AGENA D DEB","42532","US","103.41","99.97","923","917","SMALL","0","1970-04-08",""
"1970-025SM","THORAD AGENA D DEB","42531","US","106.77","99.47","1117","1037","SMALL","0","1970-04-08",""
"1970-025SL","THORAD AGENA D DEB","42530","US","106.14","99.29","1235","860","SMALL","0","1970-04-08",""
"1970-025SK","THORAD AGENA D DEB","42529","US","104.85","98.66","1147","828","SMALL","0","1970-04-08",""
"1970-025SJ","THORAD AGENA D DEB","42528","US","101.06","99.74","825","792","SMALL","0","1970-04-08",""
"1970-025SH","THORAD AGENA D DEB","42527","US","101.73","99.16","865","816","SMALL","0","1970-04-08",""
"1970-025SG","THORAD AGENA D DEB","42526","US","103.65","99.81","999","863","SMALL","0","1970-04-08",""
"1970-025SF","THORAD AGENA D DEB","42525","US","97.74","99.89","756","545","SMALL","0","1970-04-08",""
"1970-025SE","THORAD AGENA D DEB","42524","US","105.36","99.76","1034","988","SMALL","0","1970-04-08",""
"1970-025SD","THORAD AGENA D DEB","42523","US","104.86","99.96","1009","967","SMALL","0","1970-04-08",""
"1970-025SC","THORAD AGENA D DEB","42522","US","105.76","99.61","1054","1006","SMALL","0","1970-04-08",""
"1970-025SB","THORAD AGENA D DEB","42521","US","104.63","99.98","988","967","SMALL","0","1970-04-08",""
"1970-025SA","THORAD AGENA D DEB","42520","US","104.54","100.31","1046","900","SMALL","0","1970-04-08",""
"1970-025RZ","THORAD AGENA D DEB","42519","US","104.41","99.49","982","952","SMALL","0","1970-04-08",""
"1970-025RY","THORAD AGENA D DEB","42518","US","105.11","100.44","1032","967","SMALL","0","1970-04-08",""
"1970-025RX","THORAD AGENA D DEB","42517","US","107.43","100.19","1178","1037","SMALL","0","1970-04-08",""
"1970-025RW","THORAD AGENA D DEB","42516","US","106.36","99.73","1104","1012","SMALL","0","1970-04-08",""
"1970-025RV","THORAD AGENA D DEB","42515","US","106.61","99.40","1101","1038","SMALL","0","1970-04-08",""
"1970-025RU","THORAD AGENA D DEB","42514","US","108.97","99.38","1319","1039","SMALL","0","1970-04-08",""
"1970-025RT","THORAD AGENA D DEB","42513","US","104.05","100.00","962","938","SMALL","0","1970-04-08",""
"1970-025RS","THORAD AGENA D DEB","42512","US","107.19","100.03","1103","1090","SMALL","0","1970-04-08",""
"1970-025RR","THORAD AGENA D DEB","42511","US","113.37","100.14","1741","1022","SMALL","0","1970-04-08",""
"1970-025RQ","THORAD AGENA D DEB","42510","US","104.66","100.02","980","977","SMALL","0","1970-04-08",""
"1970-025RP","THORAD AGENA D DEB","42509","US","106.65","100.09","1166","978","SMALL","0","1970-04-08",""
"1970-025RN","THORAD AGENA D DEB","42508","US","103.66","99.86","1023","841","SMALL","0","1970-04-08",""
"1970-025RM","THORAD AGENA D DEB","42507","US","100.70","99.19","832","751","SMALL","0","1970-04-08",""
"1970-025RL","THORAD AGENA D DEB","42506","US","104.44","99.61","1005","931","SMALL","0","1970-04-08",""
"1970-025RK","THORAD AGENA D DEB","42505","US","106.10","100.21","1079","1012","SMALL","0","1970-04-08",""
"1970-025RJ","THORAD AGENA D DEB","42504","US","102.25","99.15","928","802","SMALL","0","1970-04-08",""
"1970-025RH","THORAD AGENA D DEB","42503","US","104.26","99.93","972","948","SMALL","0","1970-04-08",""
"1970-025RG","THORAD AGENA D DEB","42502","US","106.31","99.79","1066","1045","SMALL","0","1970-04-08",""
"1970-025RF","THORAD AGENA D DEB","42501","US","112.66","98.80","1672","1026","SMALL","0","1970-04-08",""
"1970-025RE","THORAD AGENA D DEB","42500","US","106.41","99.76","1068","1053","SMALL","0","1970-04-08",""
"1970-025RD","THORAD AGENA D DEB","42499","US","104.74","100.17","987","977","SMALL","0","1970-04-08",""
